folder,depth,objects_recursive,size_bytes_recursive,size_GB_recursive
processed/keyframes/dataset=ai_challenge_2025/batch=L27/profile=autoshot_v1/video_id=L27_V014,6,520,133390117,0.12422922719269991
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V048,6,514,87759806,0.08173268847167492
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V033,6,511,101183304,0.09423429518938065
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V042,6,511,99642688,0.09279948472976685
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V069,6,508,100286105,0.09339871350675821
processed/keyframes/dataset=ai_challenge_2025/batch=L27/profile=autoshot_v1/video_id=L27_V005,6,508,113306592,0.10552498698234558
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V039,6,505,85839942,0.07994467578828335
raw/source=kaggle/dataset=ai_challenge_2025/source_version=kaggle_current/batch=L26/ai-challenge-2025,6,498,34043159249,31.70516271982342
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V074,6,496,88751247,0.08265603985637426
processed/keyframes/dataset=ai_challenge_2025/batch=L27/profile=autoshot_v1/video_id=L27_V003,6,496,129348730,0.12046539224684238
processed/keyframes/dataset=ai_challenge_2025/batch=L28/profile=autoshot_v1/video_id=L28_V021,6,496,136457868,0.12708629295229912
processed/keyframes/dataset=ai_challenge_2025/batch=L28/profile=autoshot_v1/video_id=L28_V022,6,496,148505625,0.13830664101988077
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V021,6,493,85608638,0.07972925715148449
processed/keyframes/dataset=ai_challenge_2025/batch=L28/profile=autoshot_v1/video_id=L28_V023,6,487,138900959,0.12936159875243902
processed/keyframes/dataset=ai_challenge_2025/batch=L27/profile=autoshot_v1/video_id=L27_V004,6,484,130012629,0.12108369637280703
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V051,6,482,95011258,0.08848612941801548
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V057,6,478,79907228,0.07441940531134605
processed/keyframes/dataset=ai_challenge_2025/batch=L29/profile=autoshot_v1/video_id=L29_V011,6,475,120088040,0.11184070259332657
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V024,6,472,91567348,0.08527873829007149
processed/keyframes/dataset=ai_challenge_2025/batch=L29/profile=autoshot_v1/video_id=L29_V021,6,472,86012936,0.08010578900575638
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V060,6,469,89121461,0.08300082851201296
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V063,6,469,89049278,0.08293360285460949
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V054,6,466,87216140,0.08122636005282402
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V025,6,463,75881477,0.07067013252526522
processed/keyframes/dataset=ai_challenge_2025/batch=L28/profile=autoshot_v1/video_id=L28_V020,6,463,143538458,0.13368060626089573
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V066,6,460,77693265,0.07235749159008265
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V084,6,457,79278573,0.07383392471820116
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V087,6,457,88180551,0.08212453778833151
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V013,6,451,75812398,0.07060579769313335
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V016,6,445,86507566,0.08056644909083843
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V076,6,442,84482460,0.07868042215704918
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V085,6,430,75956234,0.07073975540697575
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V004,6,427,71943252,0.06700237467885017
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V045,6,427,76033052,0.07081129774451256
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V049,6,427,72734492,0.06773927435278893
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V005,6,424,70570521,0.0657239193096757
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V027,6,421,79748121,0.07427122537046671
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V030,6,418,72843678,0.06784096173942089
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V022,6,415,70223746,0.06540095992386341
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V010,6,412,77951994,0.07259845174849033
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V031,6,412,68636355,0.06392258685082197
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V052,6,412,67794222,0.06313828937709332
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V058,6,412,69094193,0.06434898171573877
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V067,6,412,72442494,0.06746733002364635
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V077,6,412,72347856,0.0673791915178299
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V014,6,409,67724114,0.06307299621403217
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V034,6,409,67548583,0.06290952023118734
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V061,6,409,69323555,0.06456259172409773
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V008,6,406,67353327,0.06272767391055822
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V040,6,406,67761081,0.06310742441564798
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V043,6,406,67366643,0.0627400754019618
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V088,6,406,70010186,0.06520206667482853
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V018,6,403,75368080,0.07019199430942535
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V490,6,403,68270714,0.063582057133317
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V495,6,403,72743352,0.06774752587080002
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V017,6,400,66922954,0.062326857820153236
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V070,6,400,65725228,0.06121138855814934
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V178,6,400,70665691,0.06581255327910185
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V320,6,400,68301309,0.06361055094748735
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V019,6,397,71018305,0.06614095065742731
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V416,6,397,66635639,0.06205927487462759
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V435,6,397,66824257,0.06223493907600641
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V479,6,397,67786058,0.06313068605959415
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V036,6,394,71842184,0.06690824776887894
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V062,6,394,69542051,0.06476608198136091
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V078,6,394,69242069,0.06448670197278261
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V268,6,394,71585179,0.06666889321058989
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V342,6,394,69638337,0.06485575530678034
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V001,6,391,71703377,0.06677897367626429
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V002,6,391,70033440,0.06522372364997864
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V028,6,391,69698788,0.06491205468773842
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V044,6,391,68896288,0.0641646683216095
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V080,6,391,71262682,0.06636854447424412
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V433,6,391,63493760,0.059133172035217285
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V037,6,390,70363714,0.06553131528198719
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V011,6,388,68112640,0.06343483924865723
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V026,6,388,70018446,0.06520975939929485
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V195,6,388,73465814,0.06842037104070187
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V212,6,388,65434067,0.06094022374600172
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V296,6,388,63397024,0.05904307961463928
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V351,6,388,63297766,0.0589506383985281
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V015,6,385,70497506,0.06565591879189014
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V041,6,385,70275289,0.06544896308332682
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V046,6,385,68336514,0.06364333815872669
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V064,6,385,68949136,0.06421388685703278
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V086,6,385,68978199,0.06424095388501883
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V171,6,385,66334154,0.06177849508821964
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V234,6,385,66793347,0.06220615189522505
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V336,6,385,66515127,0.06194703932851553
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V428,6,385,68881348,0.06415075436234474
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V488,6,385,66728680,0.06214592605829239
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V075,6,382,68786982,0.06406286917626858
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V346,6,382,68736932,0.06401625648140907
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V491,6,382,65926706,0.061399029567837715
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V496,6,382,67683561,0.06303522828966379
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V012,6,379,68754696,0.06403280049562454
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V020,6,379,68212982,0.06352829001843929
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V035,6,379,68585307,0.063875044696033
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V053,6,379,67204515,0.06258908193558455
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V083,6,379,67224536,0.06260772794485092
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V183,6,379,65421248,0.060928285121917725
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V023,6,376,68621404,0.0639086626470089
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V038,6,376,67525193,0.06288773659616709
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V055,6,376,66866541,0.06227431911975145
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V071,6,376,66670607,0.062091841362416744
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V072,6,376,67382741,0.06275506783276796
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V250,6,376,62829241,0.05851429048925638
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V408,6,376,72220672,0.0672607421875
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V443,6,376,65367314,0.06087805517017841
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V476,6,376,67955216,0.06328822672367096
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V006,6,373,67232273,0.06261493358761072
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V009,6,373,67685540,0.06303707137703896
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V032,6,373,68330318,0.06363756768405437
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V056,6,373,66461710,0.061897290870547295
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V068,6,373,67325333,0.06270160246640444
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V081,6,373,66238157,0.06168909091502428
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V015,6,373,71915450,0.06697648204863071
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V232,6,373,65841043,0.06131924968212843
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V437,6,373,66831827,0.06224198918789625
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V050,6,372,67925435,0.06326049100607634
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V003,6,370,66951799,0.06235372181981802
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V047,6,370,65755700,0.06123976781964302
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V059,6,370,66624798,0.062049178406596184
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V079,6,370,65204457,0.06072638276964426
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V082,6,370,67266149,0.0626464830711484
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V272,6,370,63972535,0.05957906600087881
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V337,6,370,67892820,0.06323011592030525
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V482,6,370,65300065,0.0608154246583581
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V485,6,370,65796882,0.061278121545910835
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V029,6,367,66220321,0.06167247984558344
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V065,6,367,65399932,0.06090843304991722
processed/keyframes/dataset=ai_challenge_2025/batch=L25/profile=autoshot_v1/video_id=L25_V073,6,367,65871816,0.06134790927171707
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V375,6,367,65796778,0.061278024688363075
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V450,6,367,68229538,0.06354370899498463
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V169,6,364,63029366,0.058700671419501305
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V180,6,364,67725229,0.06307403463870287
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V229,6,364,61468082,0.05724661238491535
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V318,6,364,67361201,0.06273500714451075
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V324,6,364,63541441,0.059177578426897526
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V333,6,364,68009456,0.0633387416601181
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V350,6,364,64092784,0.05969105660915375
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V354,6,364,63987619,0.05959311407059431
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V356,6,364,65333039,0.06084613408893347
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V358,6,364,63477448,0.05911798030138016
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V398,6,364,68446615,0.06374587770551443
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V400,6,364,64447448,0.06002136319875717
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V429,6,364,67306883,0.06268441956490278
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V440,6,364,65421140,0.060928184539079666
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V489,6,364,63145267,0.05880861263722181
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V173,6,361,63928280,0.0595378503203392
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V209,6,361,64397943,0.05997525807470083
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V226,6,361,61035414,0.05684365890920162
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V243,6,361,61712297,0.05747405532747507
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V249,6,361,61333852,0.057121600955724716
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V267,6,361,62861488,0.05854432284832001
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V277,6,361,62293345,0.058015198446810246
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V338,6,361,66910682,0.062315428629517555
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V378,6,361,64798542,0.06034834496676922
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V385,6,361,64099387,0.059697206132113934
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V186,6,358,63403285,0.05904891062527895
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V302,6,358,61364805,0.05715042818337679
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V329,6,358,65919019,0.061391870491206646
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V365,6,358,62767353,0.05845665279775858
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V441,6,358,66399398,0.061839258298277855
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V466,6,358,63308788,0.05896090343594551
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V471,6,358,60059640,0.05593489855527878
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V481,6,358,62191094,0.05791996978223324
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V483,6,358,61465035,0.0572437746450305
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V177,6,355,62644486,0.0583422239869833
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V347,6,355,64191222,0.059782734140753746
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V348,6,355,61023907,0.05683294218033552
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V366,6,355,60742443,0.05657080840319395
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V388,6,355,61788742,0.05754525028169155
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V393,6,355,66210757,0.061663572676479816
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V401,6,355,59060845,0.05500469822436571
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V405,6,355,62126868,0.057860154658555984
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V461,6,355,63018838,0.05869086645543575
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V487,6,355,62521756,0.05822792276740074
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V210,6,352,61582955,0.057353596203029156
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V270,6,352,66263973,0.061713133938610554
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V316,6,352,64665993,0.06022489909082651
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V339,6,352,58991150,0.054939789697527885
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V368,6,352,60139529,0.056009300984442234
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V434,6,352,62194737,0.05792336259037256
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V448,6,352,66340446,0.06178435496985912
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V227,6,349,63137894,0.05880174599587917
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V241,6,349,62519667,0.05822597723454237
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V261,6,349,63768109,0.05938867945224047
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V269,6,349,63164209,0.05882625374943018
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V298,6,349,62782274,0.05847054906189442
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V303,6,349,64365703,0.05994523223489523
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V327,6,349,62994391,0.05866809841245413
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V381,6,349,62641325,0.05833928007632494
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V399,6,349,64833408,0.06038081645965576
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V432,6,349,62469313,0.05817908141762018
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V039,6,346,62693138,0.05838753469288349
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V172,6,346,63039034,0.05870967544615269
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V214,6,346,62305184,0.05802622437477112
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V259,6,346,62315785,0.05803609732538462
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V276,6,346,58955427,0.0549065200611949
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V312,6,346,60299478,0.056158265098929405
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V341,6,346,64151489,0.05974572990089655
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V374,6,346,62368436,0.058085132390260696
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V404,6,346,66464985,0.06190034095197916
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V406,6,346,61243840,0.05703777074813843
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V477,6,346,57386622,0.05344545654952526
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V486,6,346,60257898,0.056119540706276894
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V199,6,343,61802200,0.057557784020900726
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V218,6,343,60646587,0.05648153554648161
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V220,6,343,57551641,0.05359914246946573
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V247,6,343,59476632,0.05539193004369736
